Suburb,Median listing price,Median price change - last quarter (%),Median price change - 1 year (%),Median price change - 2 years (%),Median weekly rent,Median yield %,Median rent change - 1 year (%),Previous month sales,Stock on market previous month,Stock variance vs. last year (%),Average days on market
Putney,,,,,,,,0.0,1.0,0.0,
Denistone,,,,,,,,0.0,0.0,0.0,
Eastwood,680000.0,0.0,4.77,8.8,580.0,4.43,5.45,5.0,40.0,48.15,105.0
Ryde,690000.0,-0.72,-1.29,-1.43,650.0,4.89,8.33,28.0,190.0,-6.86,125.0
Ashcroft,,,,,,,,0.0,0.0,0.0,
Busby,,,,,,,,0.0,0.0,0.0,
Miller,,,,,,,,0.0,0.0,0.0,
Austral,,,,,400.0,,14.28,0.0,4.0,0.0,
Greendale,,,,,,,,0.0,0.0,0.0,
Badgerys Creek,,,,,,,,0.0,0.0,0.0,
Cecil Hills,,,,,,,,0.0,0.0,0.0,
Green Valley,,,,,,,,0.0,0.0,0.0,
Hinchinbrook,,,,,,,,0.0,0.0,-100.0,
Hoxton Park,,,,,,,,0.0,0.0,-100.0,
Carnes Hill,,,,,,,,0.0,0.0,0.0,
Horningsea Park,,,,,,,,0.0,0.0,0.0,
West Hoxton,,,,,,,,0.0,1.0,100.0,
Middleton Grange,,,,,,,,0.0,0.0,-100.0,
Cobbitty,,,,,440.0,,,0.0,0.0,0.0,
Bringelly,,,,,,,,0.0,0.0,0.0,
Gledswood Hills,,,,,,,,0.0,1.0,100.0,
Gregory Hills,,,,,450.0,,9.75,0.0,2.0,0.0,
Leppington,,,,,450.0,,15.38,0.0,3.0,200.0,
Catherine Field,,,,,,,,0.0,0.0,0.0,
Oran Park,772500.0,-1.53,,16.51,490.0,3.29,15.29,1.0,7.0,133.33,136.0
Bonnyrigg Heights,,,,,,,,0.0,0.0,0.0,
Bonnyrigg,,,,,500.0,,8.69,0.0,2.0,-33.33,193.0
Bossley Park,,,,,520.0,,18.18,0.0,0.0,0.0,
Abbotsbury,,,,,,,,0.0,0.0,0.0,
Cabramatta,410000.0,2.5,3.79,2.5,380.0,4.81,8.57,3.0,26.0,-38.1,122.0
Lansvale,,,,,,,,0.0,0.0,0.0,
Cabramatta West,,,,,380.0,,11.76,0.0,1.0,100.0,
Mount Pritchard,,,,,350.0,,-7.9,0.0,0.0,0.0,
Canley Vale,419000.0,-0.12,7.71,5.14,405.0,5.02,15.71,0.0,7.0,-30.0,95.0
Canley Heights,,,,,460.0,,-4.17,0.0,6.0,-33.33,
Edensor Park,,,,,520.0,,18.18,0.0,0.0,0.0,
Greenfield Park,,,,,,,,0.0,0.0,0.0,
Prairiewood,,,,,,,,0.0,1.0,-83.33,
Horsley Park,,,,,,,,0.0,0.0,0.0,
Kemps Creek,,,,,,,,0.0,0.0,0.0,
Smithfield,,,,,470.0,,4.44,1.0,1.0,-50.0,
Wetherill Park,,,,,,,,0.0,0.0,0.0,
St Johns Park,,,,,,,,0.0,0.0,0.0,
Wakeley,,,,,,,,0.0,0.0,0.0,
Casula,,,,,485.0,,5.43,0.0,1.0,-50.0,
Chipping Norton,,,,,500.0,,11.11,0.0,2.0,-60.0,60.0
Moorebank,,,,,585.0,,30.0,1.0,5.0,150.0,75.0
Holsworthy,,,,,,,,0.0,0.0,0.0,
Wattle Grove,,,,,,,,0.0,0.0,0.0,
Lurnea,,,,,430.0,,13.15,0.0,0.0,-100.0,
Cartwright,,,,,,,,0.0,0.0,0.0,
Warwick Farm,430000.0,-1.83,0.58,0.0,470.0,5.68,17.5,3.0,37.0,-41.27,140.0
Edmondson Park,679000.0,0.59,9.95,6.25,600.0,4.59,9.09,5.0,21.0,110.0,65.0
Liverpool,490000.0,0.0,2.29,4.92,500.0,5.3,11.11,25.0,191.0,-27.65,137.0
Prestons,,,,,,,,0.0,0.0,0.0,
Gymea,765000.0,-1.27,-2.24,9.44,650.0,4.41,8.33,3.0,4.0,-63.64,39.0
Grays Point,,,,,,,,0.0,0.0,0.0,
Miranda,740000.0,0.54,1.36,2.77,630.0,4.42,7.69,4.0,42.0,5.0,79.0
Yowie Bay,,,,,,,,0.0,2.0,100.0,
Sylvania,800000.0,19.23,15.94,1.26,610.0,3.96,8.92,0.0,10.0,100.0,47.0
Taren Point,,,,,,,,0.0,0.0,-100.0,
Caringbah,790000.0,4.06,11.26,12.85,600.0,3.94,7.14,6.0,28.0,-31.71,91.0
Caringbah South,,,,,,,,0.0,3.0,-25.0,
Cronulla,1050000.0,-9.38,-31.15,5.0,670.0,3.31,8.06,10.0,76.0,8.57,118.0
Kurnell,,,,,550.0,,18.27,0.0,0.0,0.0,
Bundeena,,,,,,,,0.0,0.0,0.0,
Port Hacking,,,,,,,,0.0,0.0,0.0,
Dolans Bay,,,,,,,,0.0,0.0,0.0,
Woolooware,900000.0,4.04,9.09,25.87,700.0,4.04,9.37,2.0,19.0,18.75,74.0
Burraneer,,,,,,,,0.0,1.0,-50.0,
Heathcote,,,,,610.0,,8.92,0.0,0.0,-100.0,
Waterfall,,,,,,,,0.0,0.0,0.0,
Illawong,,,,,,,,0.0,0.0,-100.0,
Alfords Point,,,,,,,,0.0,0.0,0.0,
Menai,,,,,650.0,,8.33,0.0,2.0,100.0,
Woronora,,,,,,,,0.0,0.0,0.0,
Oyster Bay,,,,,,,,0.0,0.0,0.0,
Como,620000.0,2.43,12.42,37.47,550.0,4.61,19.56,4.0,74.0,17.46,112.0
Jannali,722500.0,3.57,-6.17,0.34,560.0,4.03,7.69,3.0,9.0,80.0,36.0
Royal National Park,,,,,,,,,,,
Sutherland,700000.0,0.71,7.69,7.27,610.0,4.53,10.9,6.0,27.0,-25.0,103.0
Kirrawee,795000.0,4.91,15.55,13.73,680.0,4.44,13.33,6.0,19.0,-13.64,70.0
Engadine,680000.0,-5.61,11.02,12.39,585.0,4.47,17.0,1.0,10.0,0.0,107.0
Loftus,,,,,,,,0.0,0.0,0.0,
Yarrawarrah,,,,,,,,0.0,0.0,0.0,
Woronora Heights,,,,,,,,0.0,0.0,0.0,
Alfredton,,,,,300.0,,-1.64,1.0,6.0,200.0,90.0
Ballarat,,,,,,,,,,,
Buninyong,,,,,,,,0.0,1.0,-50.0,
Delacombe,,,,,245.0,,,0.0,0.0,-100.0,
Smythes Creek,,,,,,,,0.0,0.0,0.0,
Wendouree,320000.0,-1.54,-7.12,-4.48,310.0,5.03,10.71,0.0,13.0,-7.14,96.0
Miners Rest,,,,,,,,0.0,1.0,100.0,
Ballarat East,350000.0,-4.11,1.44,,340.0,5.05,1.49,1.0,13.0,8.33,124.0
Warrenheip,,,,,,,,0.0,0.0,0.0,
Ballarat North,324000.0,-2.41,,,325.0,5.21,8.33,2.0,4.0,-20.0,148.0
Invermay,,,,,340.0,,1.49,1.0,2.0,100.0,
Canadian,377500.0,,21.77,-1.95,,,,0.0,7.0,-22.22,165.0
Mount Clear,,,,,320.0,,6.66,3.0,9.0,28.57,
Sebastopol,334500.0,1.95,1.36,0.6,350.0,5.44,6.06,1.0,19.0,26.67,107.0
Redan,322000.0,-3.02,,-8.0,310.0,5.0,3.33,1.0,7.0,16.67,85.0
Creswick,,,,,,,,0.0,0.0,-100.0,
Clunes,,,,,,,,0.0,0.0,0.0,
Daylesford,,,,,,,,0.0,8.0,-11.11,
Avoca,,,,,410.0,,13.88,0.0,2.0,100.0,
Beaufort,,,,,,,,0.0,0.0,0.0,
Bendigo,461500.0,-0.55,9.88,-6.77,360.0,4.05,2.85,1.0,7.0,16.67,84.0
California Gully,,,,,,,,0.0,2.0,100.0,
Eaglehawk,,,,,350.0,,7.69,1.0,4.0,33.33,
East Bendigo,,,,,,,,1.0,4.0,300.0,104.0
Kennington,390000.0,-1.27,2.63,-1.27,380.0,5.06,8.57,3.0,20.0,33.33,121.0
Flora Hill,385000.0,0.66,1.31,,360.0,4.86,9.09,0.0,6.0,20.0,59.0
Spring Gully,425000.0,6.77,,70.0,,,,0.0,2.0,-75.0,144.0
Kangaroo Flat,355000.0,5.18,9.23,-4.06,350.0,5.12,6.06,1.0,10.0,66.67,95.0
Golden Square,360000.0,-1.35,0.0,1.4,360.0,5.2,0.0,0.0,7.0,75.0,115.0
Maiden Gully,,,,,,,,0.0,0.0,0.0,
Strathfieldsaye,,,,,,,,0.0,0.0,-100.0,
White Hills,,,,,320.0,,-7.25,0.0,2.0,100.0,
Ascot,420000.0,2.69,5.0,10.81,595.0,7.36,8.18,0.0,4.0,-20.0,79.0
Castlemaine,,,,,370.0,,-1.34,1.0,3.0,-62.5,
Kyneton,,,,,440.0,,4.76,1.0,3.0,-25.0,
Woodend,,,,,465.0,,3.33,0.0,4.0,0.0,
Bannockburn,,,,,,,,0.0,3.0,0.0,
Winchelsea,,,,,,,,0.0,0.0,0.0,
Geelong,619000.0,0.0,-10.94,-10.94,490.0,4.11,2.08,1.0,73.0,10.61,150.0
Geelong West,399500.0,0.12,-0.13,-9.0,390.0,5.07,2.63,3.0,19.0,58.33,110.0
Hamlyn Heights,430000.0,3.61,7.76,-18.1,370.0,4.47,5.71,1.0,10.0,100.0,84.0
Highton,459000.0,2.0,2.11,-1.72,395.0,4.47,6.75,5.0,30.0,3.45,135.0
Lara,439000.0,0.0,-4.36,,400.0,4.73,3.89,0.0,5.0,-37.5,92.0
Leopold,480000.0,-1.04,-3.04,,420.0,4.55,6.32,0.0,7.0,-36.36,110.0
Newcomb,440000.0,-1.45,-6.19,-11.83,380.0,4.49,8.57,2.0,10.0,42.86,78.0
Moolap,,,,,,,,0.0,0.0,-100.0,
North Geelong,,,,,360.0,,4.34,1.0,1.0,100.0,
Bell Park,485000.0,-0.42,-2.81,-11.82,420.0,4.5,3.7,0.0,2.0,-60.0,94.0
Charlemont,,,,,,,,0.0,0.0,0.0,
Corio,382000.0,6.4,3.52,-4.39,305.0,4.15,1.66,1.0,3.0,50.0,84.0
Lovely Banks,,,,,,,,0.0,1.0,-66.67,
Grovedale,452000.0,1.33,0.66,-7.57,425.0,4.88,7.59,5.0,11.0,-50.0,151.0
Mount Duneed,,,,,,,,0.0,1.0,100.0,
Norlane,425000.0,2.25,6.51,-3.41,375.0,4.58,7.14,0.0,3.0,-66.67,81.0
Clifton Springs,,,,,,,,0.0,3.0,-40.0,
Lorne,695000.0,32.38,57.95,63.52,500.0,3.74,,1.0,23.0,35.29,213.0
Anglesea,,,,,,,,1.0,4.0,100.0,
Portarlington,650000.0,3.12,0.0,,420.0,3.36,3.7,1.0,17.0,54.55,105.0
Point Lonsdale,,,,,,,,0.0,5.0,-16.67,
Queenscliff,1400000.0,13.46,16.66,27.27,850.0,3.15,6.91,1.0,6.0,20.0,39.0
Torquay,810000.0,-2.74,-5.82,-1.82,500.0,3.2,6.38,0.0,9.0,-35.71,175.0
Barwon Heads,,,,,550.0,,,0.0,8.0,0.0,
Armstrong Creek,,,,,,,,0.0,0.0,0.0,
Ocean Grove,690000.0,0.0,-1.43,-8.0,475.0,3.57,5.55,0.0,22.0,-38.89,182.0
Alexandra,,,,,,,,0.0,1.0,-50.0,
Euroa,,,,,,,,0.0,4.0,100.0,
Kilmore,397000.0,1.79,0.5,-5.48,375.0,4.91,2.73,1.0,9.0,80.0,87.0
Broadford,,,,,,,,0.0,4.0,33.33,
Nagambie,,,,,,,,0.0,3.0,50.0,
Seymour,395000.0,-0.5,-1.01,,350.0,4.6,11.11,0.0,9.0,-10.0,196.0
Yea,,,,,,,,0.0,1.0,-50.0,
Benalla,297500.0,3.57,2.58,,325.0,5.68,3.17,2.0,6.0,-25.0,181.0
Rutherglen,,,,,,,,0.0,0.0,-100.0,
Wangaratta,349000.0,5.92,1.89,3.56,340.0,5.06,19.29,1.0,8.0,100.0,44.0
Beechworth,,,,,320.0,,,0.0,4.0,100.0,
Bright,629000.0,0.0,0.0,-3.09,400.0,3.3,,0.0,10.0,-16.67,187.0
Mount Beauty,,,,,,,,0.0,0.0,0.0,
Chiltern,,,,,,,,0.0,0.0,0.0,
Indigo Valley,,,,,,,,0.0,0.0,0.0,
Myrtleford,,,,,,,,0.0,1.0,-66.67,
Towong,,,,,,,,0.0,0.0,0.0,
West Wodonga,369000.0,4.11,,,,,,3.0,8.0,60.0,40.0
Yackandandah,,,,,,,,0.0,0.0,0.0,
Baranduda,,,,,,,,0.0,0.0,0.0,
Leneva,,,,,,,,0.0,0.0,0.0,
Wodonga,385000.0,1.58,10.31,23.39,350.0,4.72,9.37,1.0,18.0,-14.29,68.0
Drouin,430000.0,0.0,0.0,2.99,375.0,4.53,-1.32,1.0,11.0,-35.29,89.0
Warragul,442500.0,-1.12,2.9,22.91,380.0,4.46,8.57,1.0,12.0,50.0,72.0
Bairnsdale,350000.0,0.0,0.0,4.47,360.0,5.34,5.88,0.0,2.0,-66.67,71.0
Bruthen,,,,,,,,0.0,0.0,0.0,
Omeo,,,,,,,,0.0,0.0,0.0,
Lake King,,,,,,,,,,,
Lakes Entrance,440000.0,0.0,8.64,4.88,340.0,4.01,9.67,0.0,23.0,-17.86,165.0
Orbost,,,,,,,,0.0,0.0,0.0,
Paynesville,419000.0,5.01,13.24,8.26,385.0,4.77,10.0,1.0,8.0,-20.0,133.0
Foster,410000.0,5.27,-5.75,,320.0,4.05,-8.58,0.0,3.0,-50.0,140.0
French Island,,,,,,,,0.0,0.0,0.0,
Korumburra,,,,,,,,0.0,3.0,-40.0,
Leongatha,419000.0,0.0,-6.69,,320.0,3.97,,1.0,6.0,20.0,133.0
Wilsons Promontory,,,,,,,,,,,
Wonthaggi,395000.0,0.0,-3.66,-10.23,400.0,5.26,6.66,2.0,16.0,23.08,119.0
Inverloch,627000.0,,,,430.0,3.56,7.5,0.0,13.0,44.44,149.0
Churchill,,,,,,,,0.0,0.0,0.0,
Moe,250000.0,-0.99,-5.31,-3.85,265.0,5.51,6.0,0.0,9.0,-52.63,113.0
Newborough,,,,,250.0,,2.04,1.0,1.0,-50.0,
Morwell,280000.0,-5.9,-9.54,-8.2,280.0,5.2,7.69,2.0,16.0,-11.11,118.0
Yallourn North,,,,,,,,0.0,0.0,0.0,
Glengarry,,,,,,,,0.0,0.0,0.0,
Traralgon,319500.0,1.1,17.24,10.17,325.0,5.28,4.83,3.0,26.0,8.33,113.0
Longford,472500.0,,,35.38,400.0,4.4,-13.05,2.0,3.0,200.0,
Loch Sport,,,,,,,,1.0,1.0,0.0,
Maffra,,,,,310.0,,47.61,0.0,2.0,100.0,
Rosedale,,,,,,,,1.0,0.0,-100.0,
Sale,320000.0,0.0,9.77,14.69,290.0,4.71,-10.77,2.0,12.0,-29.41,64.0
Yarram,337000.0,,,,,,,0.0,5.0,25.0,96.0
Brunswick East,490000.0,3.12,-1.02,-2.0,500.0,5.3,6.38,8.0,83.0,-20.19,126.0
Brunswick West,430000.0,-1.17,7.5,7.5,450.0,5.44,12.5,4.0,76.0,-9.52,95.0
Pascoe Vale South,507500.0,5.37,9.13,3.57,465.0,4.76,10.71,0.0,4.0,-55.56,94.0
Brunswick,540000.0,0.0,10.2,5.88,490.0,4.71,8.88,15.0,101.0,-29.37,140.0
Coburg,490000.0,4.34,6.63,-2.0,480.0,5.09,11.62,5.0,44.0,-6.38,129.0
Alphington,744000.0,6.9,15.79,3.69,555.0,3.87,23.33,0.0,61.0,90.63,102.0
Thornbury,500000.0,-5.67,-1.97,2.04,415.0,4.31,6.41,1.0,27.0,-20.59,80.0
Northcote,549000.0,3.77,9.8,9.8,480.0,4.54,9.09,6.0,49.0,-14.04,102.0
Ascot Vale,470000.0,0.0,-2.09,-6.0,460.0,5.08,6.97,4.0,22.0,-29.03,111.0
Flemington,385000.0,0.65,0.0,-3.75,430.0,5.8,2.38,1.0,33.0,10.0,86.0
Moonee Ponds,517500.0,-3.43,3.81,-7.59,500.0,5.02,8.69,3.0,73.0,-44.27,121.0
Aberfeldie,,,,,425.0,,16.43,1.0,1.0,-66.67,
Essendon,465000.0,3.29,3.33,-3.13,450.0,5.03,8.43,13.0,81.0,-7.95,102.0
Docklands,600000.0,-1.23,-4.23,-2.92,600.0,5.2,3.44,30.0,373.0,13.37,153.0
East Melbourne,730000.0,9.02,21.66,1.38,600.0,4.27,9.09,3.0,47.0,-9.62,93.0
Parkville,480000.0,0.0,-4.0,0.0,515.0,5.57,7.29,4.0,32.0,23.08,96.0
South Yarra,550000.0,0.0,0.0,-4.35,540.0,5.1,8.0,24.0,269.0,-16.72,133.0
West Melbourne,510000.0,-4.77,-7.28,-7.28,560.0,5.7,3.7,10.0,132.0,-13.73,166.0
North Melbourne,497500.0,-1.97,-4.15,-0.5,475.0,4.96,5.55,5.0,118.0,3.51,164.0
South Wharf,,,,,,,,0.0,0.0,0.0,
Southbank,597500.0,-1.81,-2.05,-0.42,600.0,5.22,3.44,31.0,539.0,10.0,167.0
Albert Park,747500.0,,-0.21,,520.0,3.61,10.63,1.0,9.0,350.0,53.0
Elwood,650000.0,1.56,8.33,3.17,515.0,4.12,5.1,13.0,75.0,4.17,61.0
Port Melbourne,722500.0,1.74,4.33,3.21,625.0,4.49,5.04,12.0,78.0,8.33,81.0
St Kilda East,540000.0,-1.73,-1.82,3.84,500.0,4.81,6.38,8.0,39.0,-22.0,74.0
South Melbourne,609500.0,-3.54,-3.26,-3.87,580.0,4.94,5.45,14.0,116.0,-20.0,172.0
St Kilda,525000.0,-1.89,0.96,5.0,520.0,5.15,9.47,22.0,214.0,-1.38,109.0
Armadale,379500.0,26.75,37.0,51.8,500.0,6.85,16.27,2.0,10.0,-33.33,51.0
Prahran,500000.0,0.1,2.56,0.0,480.0,4.99,6.66,12.0,100.0,-3.85,84.0
Toorak,940000.0,6.14,-0.8,-37.34,580.0,3.2,5.45,7.0,87.0,12.99,138.0
Carlton North,660000.0,10.0,3.12,1.69,525.0,4.13,6.06,0.0,5.0,66.67,47.0
Princes Hill,,,,,,,,0.0,1.0,-50.0,
Collingwood,590000.0,-2.41,1.72,-1.67,560.0,4.93,3.7,10.0,79.0,-1.25,136.0
Fitzroy,800000.0,6.6,6.66,3.89,600.0,3.9,7.14,3.0,69.0,38.0,82.0
Fitzroy North,549500.0,1.74,-1.88,2.32,530.0,5.01,10.41,5.0,23.0,21.05,71.0
Clifton Hill,647500.0,-22.66,0.38,7.91,495.0,3.97,12.5,0.0,10.0,150.0,43.0
Balwyn,690000.0,0.8,6.15,-12.94,560.0,4.22,12.0,3.0,27.0,-15.63,98.0
Balwyn North,695000.0,2.94,0.36,-7.95,560.0,4.18,6.66,0.0,9.0,-10.0,117.0
Camberwell,720000.0,4.86,10.76,-7.1,550.0,3.97,10.0,2.0,52.0,-1.89,130.0
Glen Iris,675000.0,5.05,3.84,5.88,500.0,3.85,4.16,8.0,91.0,7.06,88.0
Hawthorn East,550000.0,0.0,0.0,-1.79,500.0,4.72,6.38,10.0,90.0,-16.67,138.0
Kew East,665000.0,-1.85,-4.32,-10.14,530.0,4.14,3.92,2.0,6.0,50.0,43.0
Hawthorn,530000.0,0.48,6.0,-1.4,495.0,4.85,10.0,9.0,120.0,-24.53,153.0
Kew,660000.0,0.0,1.53,-1.86,545.0,4.29,9.0,6.0,58.0,-19.44,95.0
Bulleen,675000.0,5.46,17.9,20.21,535.0,4.12,18.88,1.0,16.0,166.67,129.0
Doncaster,550000.0,-1.53,0.0,3.77,550.0,5.2,10.0,4.0,122.0,6.09,158.0
Templestowe,700000.0,2.94,8.1,0.0,520.0,3.86,8.33,2.0,11.0,-45.0,97.0
Templestowe Lower,640000.0,0.0,-8.58,-3.69,550.0,4.46,14.58,1.0,11.0,120.0,89.0
Doncaster East,580000.0,-1.7,-2.53,0.0,560.0,5.02,9.8,4.0,41.0,-22.64,106.0
Blackburn,580000.0,9.61,11.53,5.45,480.0,4.3,6.66,4.0,35.0,-20.45,107.0
Blackburn South,600000.0,0.0,-4.77,11.11,500.0,4.33,8.69,1.0,11.0,22.22,175.0
Box Hill North,686000.0,2.38,0.88,-0.58,520.0,3.94,5.05,2.0,17.0,0.0,149.0
Burwood East,530000.0,2.88,-3.64,-8.94,585.0,5.73,6.36,6.0,21.0,23.53,117.0
Mont Albert,700000.0,-0.15,3.7,0.14,550.0,4.08,10.0,1.0,10.0,0.0,81.0
Beaumaris,790000.0,12.94,-4.25,-12.23,580.0,3.81,11.53,1.0,7.0,-41.67,75.0
Brighton East,800000.0,0.0,-5.89,-7.52,595.0,3.86,8.18,1.0,10.0,42.86,47.0
Hampton,840000.0,-2.28,-6.67,-9.19,625.0,3.86,9.64,3.0,49.0,-19.67,88.0
Sandringham,850000.0,-1.74,0.59,41.66,550.0,3.36,11.11,6.0,81.0,22.73,111.0
Black Rock,820000.0,0.0,-5.75,-7.35,600.0,3.8,3.44,2.0,9.0,50.0,94.0
Bentleigh,600000.0,0.75,-4.31,0.5,580.0,5.02,16.0,2.0,31.0,-20.51,103.0
McKinnon,665000.0,-0.76,0.83,-3.63,600.0,4.69,11.11,1.0,15.0,-11.76,49.0
Carnegie,530000.0,0.0,4.43,-2.31,480.0,4.7,9.09,7.0,71.0,-24.47,100.0
Caulfield,699500.0,2.79,4.01,11.47,535.0,3.97,13.82,1.0,22.0,83.33,59.0
Elsternwick,700000.0,6.53,21.21,18.64,520.0,3.86,9.47,3.0,31.0,-22.5,76.0
Hughesdale,530000.0,-6.31,-8.63,7.07,540.0,5.29,10.2,1.0,17.0,-19.05,92.0
Murrumbeena,505000.0,-3.85,3.06,9.78,425.0,4.37,6.25,4.0,20.0,-41.18,71.0
Ormond,525000.0,4.0,1.44,5.74,450.0,4.45,7.14,3.0,23.0,-32.35,103.0
Glen Huntly,550000.0,-0.95,17.02,15.78,465.0,4.39,8.13,2.0,24.0,14.29,61.0
Bentleigh East,570000.0,3.63,3.63,-0.44,550.0,5.01,10.0,3.0,22.0,-29.03,102.0
Aspendale Gardens,,,,,,,,0.0,1.0,100.0,
Waterways,,,,,,,,0.0,0.0,0.0,
Braeside,,,,,,,,0.0,0.0,0.0,
Carrum,680000.0,-0.37,8.8,6.25,525.0,4.01,16.66,2.0,4.0,-20.0,36.0
Patterson Lakes,580000.0,3.63,1.75,0.86,525.0,4.7,5.0,3.0,13.0,-7.14,66.0
Chelsea,590000.0,-0.43,1.72,0.0,490.0,4.31,10.11,4.0,17.0,6.25,54.0
Bonbeach,580000.0,1.78,5.45,0.43,495.0,4.43,10.0,3.0,14.0,-17.65,71.0
Chelsea Heights,,,,,,,,0.0,1.0,-50.0,18.0
Edithvale,600000.0,0.0,-4.77,-10.79,520.0,4.5,8.33,1.0,9.0,-25.0,152.0
Aspendale,699000.0,2.04,-0.15,-0.15,550.0,4.09,22.22,0.0,9.0,0.0,74.0
Mentone,540000.0,5.0,8.0,0.0,480.0,4.62,14.28,3.0,23.0,-34.29,84.0
Moorabbin,650000.0,1.1,10.16,13.53,510.0,4.08,6.25,0.0,28.0,-12.5,203.0
Heatherton,,,,,,,,0.0,0.0,-100.0,
Mordialloc,580000.0,0.0,4.5,0.0,500.0,4.48,8.69,0.0,0.0,0.0,57.0
Parkdale,600000.0,-2.4,0.0,-4.77,495.0,4.29,10.0,2.0,25.0,38.89,86.0
Malvern,780000.0,1.29,4.76,20.0,500.0,3.33,11.11,4.0,40.0,-13.04,147.0
Malvern East,540000.0,-1.37,-1.82,-1.82,470.0,4.52,6.81,7.0,65.0,-19.75,139.0
Bundoora,400000.0,0.0,6.66,2.56,440.0,5.72,10.0,16.0,60.0,7.14,116.0
Greensborough,650000.0,0.0,0.0,4.83,470.0,3.76,10.58,3.0,19.0,35.71,44.0
Heidelberg,570000.0,2.26,3.63,0.88,475.0,4.33,5.55,5.0,32.0,18.52,120.0
Rosanna,690000.0,-0.72,-4.17,-4.83,480.0,3.61,6.66,1.0,6.0,-45.45,51.0
Heidelberg West,470000.0,-2.41,-14.55,-15.85,470.0,5.2,20.51,0.0,8.0,14.29,106.0
Ivanhoe,635000.0,-1.67,-6.21,-1.78,520.0,4.25,13.04,4.0,67.0,-6.94,118.0
Ivanhoe East,992500.0,7.24,0.0,-0.66,525.0,2.75,-12.5,1.0,10.0,-16.67,114.0
Eaglemont,,,,,460.0,,15.0,0.0,1.0,-50.0,
Montmorency,655000.0,-5.8,-2.24,-11.49,500.0,3.96,19.04,2.0,5.0,-54.55,51.0
Briar Hill,,,,,450.0,,2.27,0.0,1.0,-66.67,33.0
Viewbank,,,,,,,,0.0,0.0,-100.0,
Yallambie,,,,,,,,0.0,0.0,0.0,
Watsonia,590000.0,-2.48,-4.07,-9.93,445.0,3.92,12.65,1.0,2.0,100.0,37.0
Kingsbury,435000.0,1.12,14.47,8.75,400.0,4.78,3.89,1.0,5.0,-37.5,73.0
Preston,460000.0,0.0,6.97,-4.17,450.0,5.08,4.65,11.0,107.0,9.18,116.0
Reservoir,500000.0,0.0,0.0,-2.44,450.0,4.68,13.92,7.0,52.0,-5.45,75.0
Eltham,700000.0,2.94,7.69,3.7,500.0,3.71,11.11,2.0,11.0,10.0,102.0
Hurstbridge,,,,,,,,0.0,1.0,100.0,
Panton Hill,,,,,,,,0.0,0.0,0.0,
Plenty,,,,,,,,0.0,3.0,0.0,
Yarrambat,,,,,,,,0.0,0.0,-100.0,
Research,,,,,,,,0.0,1.0,100.0,
North Warrandyte,,,,,,,,0.0,0.0,0.0,
Wattle Glen,,,,,,,,0.0,0.0,0.0,
Diamond Creek,750000.0,-6.25,19.04,,,,,0.0,4.0,100.0,32.0
Mill Park,395000.0,0.0,1.28,-12.23,450.0,5.92,12.5,2.0,10.0,-28.57,61.0
Thomastown,445000.0,0.0,13.37,3.72,400.0,4.67,11.11,2.0,10.0,42.86,72.0
Wallan,435000.0,-2.01,-3.12,2.35,390.0,4.66,8.33,2.0,7.0,-46.15,99.0
Whittlesea,,,,,,,,0.0,5.0,25.0,
Epping,380000.0,-1.3,4.1,-0.66,430.0,5.88,17.8,8.0,19.0,-9.52,95.0
South Morang,,,,,455.0,,13.75,1.0,6.0,-33.33,44.0
Wollert,,,,,,,,1.0,4.0,100.0,
Doreen,,,,,,,,0.0,3.0,0.0,
Lalor,432500.0,0.0,0.0,-6.49,440.0,5.29,12.82,1.0,7.0,-22.22,61.0
Mernda,,,,,,,,1.0,6.0,50.0,
Airport West,570000.0,9.09,8.57,3.63,485.0,4.42,7.77,2.0,11.0,57.14,70.0
Keilor,,,,,,,,0.0,0.0,-100.0,
Niddrie,512500.0,-1.87,-16.33,-15.99,520.0,5.27,10.63,2.0,3.0,-50.0,85.0
Essendon West,,,,,550.0,,30.95,0.0,0.0,0.0,
Strathmore,500000.0,2.0,-13.05,-12.29,500.0,5.2,6.38,0.0,9.0,-18.18,157.0
Avondale Heights,,,,,460.0,,9.52,0.0,3.0,50.0,
Keilor East,685000.0,,8.73,14.64,510.0,3.87,15.9,1.0,4.0,33.33,
Gisborne,545000.0,2.83,5.82,-10.66,450.0,4.29,1.12,0.0,9.0,-30.77,175.0
Macedon,,,,,,,,0.0,0.0,0.0,
Riddells Creek,,,,,,,,0.0,2.0,-50.0,103.0
Romsey,490000.0,,1.55,,,,,0.0,8.0,0.0,
Coburg North,557500.0,0.0,,,480.0,4.47,12.94,0.0,6.0,-33.33,129.0
Fawkner,480000.0,-2.54,6.66,0.52,450.0,4.87,12.5,1.0,8.0,100.0,49.0
Gowanbrae,,,,,,,,0.0,0.0,0.0,
Hadfield,400000.0,-0.59,-11.12,-14.9,400.0,5.2,5.26,2.0,5.0,-37.5,65.0
Glenroy,489500.0,1.97,8.77,-2.1,450.0,4.78,12.5,5.0,25.0,-3.85,90.0
Oak Park,530000.0,6.5,6.0,-6.2,475.0,4.66,13.09,2.0,8.0,-33.33,82.0
Pascoe Vale,540000.0,0.0,8.0,1.98,475.0,4.57,7.95,5.0,25.0,-51.92,153.0
Sunbury,450000.0,0.22,0.0,-2.18,430.0,4.96,8.86,4.0,14.0,55.56,92.0
